"Response ID","Date Submitted","First Name:Principal Author","Last Name:Principal Author","Institution of Principal Author:Principal Author","White Paper Title","White Paper Description (350 character limit)","1:Upload File  "
"529","11 March 2019 4:40:34 pm","Michael","Fundator","Rutgers University","Theory of motion with historical perspective.","Discussion of the theory of motion from Aristotle to Newton","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-ff1d89d5e32053cca210ef3dc091c1f6_Astro_theory_of_motion.pdf"
"530","11 March 2019 4:40:36 pm","Christopher","Salter","Green Bank Observatory & Arecibo Observatory","Secular Transient Radio Sources","The discovery and study of ""secular transient radio sources"" are reviewed via a number of examples. The continuing major contributions by large single-dish radio telescopes to the discovery, monitoring and VLBI follow-up studies of these transients are highlighted.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/28-674f3e55a731101717e296729e61db06_SalterChristopherJ2.pdf"
"531","11 March 2019 4:40:58 pm","Grant","Tremblay","Center for Astrophysics | Harvard & Smithsonian","Galaxy Winds in the Age of Hyperdimensional Astrophysics","Energy feedback has achieved paradigmatic status in the field of galaxy evolution, but many of its key aspects remain unobserved. ALMA and modern IFU spectrographs map galactic winds with unprecedented detail. These observations are equivalent to seeing only sparks in a fire. A next-generation X-ray microcalorimeter is needed to see the flame.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-d74cd0e7a8787cf9c089ff6ab0ddc7b1_TremblayGrantR.pdf"
"532","11 March 2019 4:41:15 pm","Dan","Milisavljevic","Purdue University","Achieving Transformative Understanding of Extreme Stellar Explosions with ELT-enabled Late-time Spectroscopy","We outline how late-time spectroscopic observations of supernovae made possible with the next generation of Extremely Large Telescopes will facilitate transformational science opportunities and rapidly accelerate the community towards our goal of achieving a complete understanding of supernova explosions.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-e4960d31a0d7b42d36fd2bb4d71f0f56_MilisavljevicD.pdf"
"533","11 March 2019 4:41:29 pm","Marcelo","Alvarez","University of California, Berkeley","Unique Probes of Reionization with the CMB:From the First Stars to Fundamental Physics","Much  of  reionization  remains  hidden  from  view,  and  along  with  it  our  understanding  of  howstars,  black  holes,  and  galaxies  first  emerged.   We outline  the  discoveries  enabled  by the CMB and highlight the most difficult challenges, including planning and coordination, frequency coverage, angular resolution, and sensitivity.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-00fc5f48f23b975ed942fcc99555f4e3_AlvarezMarceloA.pdf"
"534","11 March 2019 4:41:40 pm","Gail","Schaefer","The CHARA Array of Georgia State University","Binary and Multiple Star Systems at High Angular Resolution","Binary and multiple star systems provide laboratories for measuring stellar masses and studying star formation, stellar evolution, and dynamical evolution over time.  This paper outlines several areas in the context of binary stars that can be advanced over the next decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-50d4b6dffcb870b779f1cfe0b3046041_SchaeferGailH1.pdf"
"535","11 March 2019 4:41:41 pm","Melodie","Kao","Arizona State University","Magnetism in the Brown Dwarf Regime","A suite of discoveries in the last two decades demonstrate that we are now at a point where incorporating magnetic behavior is key for advancing our ability to characterize substellar systems. Investing now in brown dwarf magnetism will provide a key platform for exploring exoplanetary magnetism and habitability beyond the solar system. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-cf806d5c293bf1905ae6dc3fab9c533f_KaoMelodieM.pdf"
"536","11 March 2019 4:42:08 pm","Tonia","Venters","NASA Goddard Space Flight Center","Energetic Particles of Cosmic Accelerators II: Active Galactic Nuclei and Gamma-ray Bursts","This white paper is the first of a two-part series highlighting the most well-known high-energy cosmic accelerators and contributions that MeV gamma-ray astronomy will bring to understanding their energetic particle phenomena. This white paper discusses active galactic nuclei and gamma-ray bursts.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-eab5199bc449d9c505e219bde4ae2515_VentersToniaMII.pdf"
"537","11 March 2019 4:42:51 pm","Jens","Kauffmann","Haystack Observatory, Massachusetts Institute of Technology","Imaging Entire Molecular Clouds in many Lines: Formation of Stars and Planets","Studies of molecular line emission at >70 GHz will substantially advance our picture of how stars from in the molecular clouds of  the Milky Way. Such work requires spatially resolved imaging of entire clouds at ~0.1 pc resolution. This work requires both small and large telescopes, as well as ALMA.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/250-ae48ec9e04410975cce098721e7e3b16_Astro2020___Clouds_in_many_Lines__Star_Formation-4.pdf"
"538","11 March 2019 4:42:53 pm","Jeremy","Heyl","University of British Columbia","Exploring the physics of neutron stars with high-resolution, high-throughput X-ray spectroscopy","Combining TES detectors with collector optics will also us to study neutron stars in much greater detail by achieving high-energy resolution (1 eV) with much larger collecting areas to uncover even weak spectral features over a wide range of the photon energies.  Perhaps  we will finally be able to study neutron stars like stars.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-d504824ad8001ed89bfd06a73d6b0cd1_Neutron_Stars__Astro2020_Decadal_Science_White_Paper.pdf"
"539","11 March 2019 4:42:53 pm","Leonidas","Moustakas","JPL/Caltech","Quasar microlensing: Revolutionizing our understanding of quasar structure and dynamics","Microlensing in strong-lens systems with quasars provides a unique detailed view of the internal structure of active black holes to the scale of nano-arcseconds.  The case is made for the potential of this approach to revolutionize our understanding of quasar physics and its role in broader questions, with a coherent community strategy. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-e548403182640afef7511d0db54aa1f6_MoustakasLeonidasA.pdf"
"540","11 March 2019 4:43:01 pm","Daniel","Huber","Institute for Astronomy, University of Hawaii","Stellar Physics and Galactic Archeology using Asteroseismology in the 2020's","Asteroseismology is the only observational tool in astronomy that can probe the interiors of stars, and is a benchmark method for deriving fundamental properties of stars and exoplanets. In this white paper, we describe key science questions and necessary facilities to continue the asteroseismology revolution into the 2020's.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-99642ad4e3be6f2022ed08b9aace314d_HuberDaniel.pdf"
"541","11 March 2019 4:43:42 pm","Arjun","Dey","National Optical Astronomy Observatory","Mass Spectroscopy of the Milky Way","Massively multiplexed spectroscopic surveys of Milky Way stars will revolutionize our understanding of our Galaxy's structural components, revealing their past history and the small-scale structure of its dark matter halo. A spectroscopic survey of 10^8 stars, previously unimaginable, is now within reach of new instruments in the coming decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-076f97a8932a553e3d95b978d3043fd7_DeyArjun.pdf"
"542","11 March 2019 4:44:40 pm","Luke","Kelley","Northwestern University","Multi-Messenger Astrophysics With Pulsar Timing Arrays","Pulsar timing arrays are on the verge of detecting low-frequency gravitational waves from supermassive black hole binaries. Multi-messenger observations will revolutionize our understanding of: 1. co-evolution of BHs with their hosts, 2. interactions of binaries with their environments, 3. fundamental physics of accretion, 4. cosmological distances","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/188-40aea7e2f5f24efd72a7a8c276b177b9_KelleyLukeZ.pdf"
"543","11 March 2019 4:44:37 pm","Jeremy","Heyl","University of British Columbia","Exploring the physics of neutron stars with high-resolution, high-throughput X-ray spectroscopy","Combining TES detectors with collector optics will also us to study neutron stars in much greater detail by achieving high-energy resolution (1 eV) with much larger collecting areas to uncover even weak spectral features over a wide range of the photon energies.  Perhaps  we will finally be able to study neutron stars like stars.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-dac6adee18b6406de3cc3a4876afaa8b_HeylJeremy.pdf"
"544","11 March 2019 4:45:01 pm","Dan R.","Stinebring","Oberlin College","Twelve Decades: Probing the Interstellar Medium from kiloparsec to sub-AU scales","After a decade of great progress in understanding gas flow into, out of, and through the Milky Way, we are poised to merge observations with simulations to build a comprehensive picture of the multi-scale magnetized interstellar medium. These insights will also be crucial to four bold initiatives in the 2020s: GWs, FRBs, cosmic B-mode, and the EHT.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-e15d2358b989ca2747ea35316787a0ff_StinebringDanR.pdf"
"545","11 March 2019 4:45:22 pm","Tim","Bastian","National Radio Astronomy Observatory","Radio, Millimeter, Submillimeter Observations of the Quiet Sun","We point out the lack of  suitable radio observations of the quiet Sun chromosphere and corona and outline requirements for next generation instrumentation to address the gap. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-4838196a3374e44ba68d88049259c238_AA_Quiet_Sun_White_Paper.pdf"
"546","11 March 2019 4:45:30 pm","Saul","Perlmutter","UC Berkeley / LBNL","The Key Role of  Supernova Spectrophotometry in the  Next-Decade Dark Energy Science Program","For LSST and WFIRST to together take a major step forward in the SN measurements of dark energy the leading systematics --SN population  drift and changes in dust properties-- both must be constrained.  This requires  space-based instrumentation to provide the wide-wavelength-range spectrophotometry, not just imaging, to measure these two effects.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-fa79780a246803994f81f876ea942010_PerlmutterSaul.pdf"
"547","11 March 2019 4:45:47 pm","William","Fischer","Space Telescope Science Institute","Time-Domain Photometry of Protostars at Far-Infrared and Submillimeter Wavelengths","The majority of the main-sequence mass of a star is assembled in the protostellar phase, where a forming star is embedded in an infalling envelope and encircled by a protoplanetary disk. We discuss the progress that would be enabled with far-infrared and submillimeter programs to probe protostellar accretion variability in the nearest kiloparsec.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-0445813aa9d5248d4238f8066a36d33d_FischerWilliamJ.pdf"
"548","11 March 2019 4:46:42 pm","Brendan","Bowler","The University of Texas at Austin","The Demographics and Atmospheres of Giant Planets with the ELTs","Fundamental questions about the system architectures, formation, migration, and atmospheres of giant planets have been unanswerable with the current generation of ground- and space-based facilities. This white paper highlights the scientific potential of the ELTs to address these questions with a focus on direct imaging of Gaia-selected planets. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-c439d188b7d8e1f4637b11c06019d6fe_BowlerBrendanP.pdf"
"549","11 March 2019 4:46:54 pm","Natalie","Hinkel","Southwest Research Institute","An Interdisciplinary Perspective on Elements in Astrobiology: From Stars to Planets to Life","Stellar elemental abundances directly impact planetary interiors, surface composition, and life. However, communities necessary for habitability (astrophysics, planetary science, geology, biology) emphasize different elements. We must broaden our communication regarding lists of useful elements and how they can be observed in the near and long term","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-9bfcd1275d2f693a75f45e2a4bde7c29_HinkelNatalieR.pdf"
"550","11 March 2019 4:47:02 pm","John","Monnier","University of Michigan","Imaging the Key Stages of Planet Formatio","In this white paper, we explore how higher angular resolution beyond ALMA and 8m-class telescopes can extend our understanding of the key stages of planet formation, to resolve accreting circumplanetary disks themselves, and to watch planets forming in situ for the nearest star-forming regions. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-8d3dc84eff72fa751cbbad6dc8336fc3_MonnierJohnD_A.pdf"
"551","11 March 2019 4:47:09 pm","APARNA","BHATTACHARYA","University of Maryland College Park","Masses and Distances of Planetary Microlens Systems with High Angular Resolution Imaging","Only Microlensing can detect and measure mass of wide orbit, low mass, solar system analog exoplanets. Mass measurements of such planets would yield massive science on planet formation, and exoplanet demographics.  We showhigh res obs with AO, HST and JWST(in future) remain necessary to enhance the scientific yield of  WFIRST microlensing survey. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-a3aa0fd45dfa8db37f69ad9f4c71a3bf_WP_Aparna_v9.pdf"
"553","11 March 2019 4:47:50 pm","Nicholas B.","Suntzeff","Mitchell Institute for Fundamental Physics & Astronomy, Texas A&M University","The Cusp of Discovery in Astronomy","In this white paper, I call upon our community to organize our goals behind the theme to discover life elsewhere in the Universe in the next decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-85c3565ec870670b2c1674215c5f2252_SuntzeffNicholasB.pdf"
"554","11 March 2019 4:47:56 pm","Swara","Ravindranath","Space Telescope Science Institute","Spatially-resolved studies of star-forming galaxies in the reionization epoch","Spatially-resolved emission line studies of reionization sources probing few 10-100s parsecs is key to understanding the earliest phases of galaxy assembly, growth of seed black holes, and formation of proto-globular cluster.  High spatial resolution (<100 mas), high spectral resolution (R>4000), and high sensitivity are necessary to make progress.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-d9b4020b2ffee04f5f5293bd0a2ecbb6_RavindranathSwara.pdf"
"555","11 March 2019 4:48:15 pm","Jens","Kauffmann","Haystack Observatory, Massachusetts Institute of Technology","Imaging Entire Molecular Clouds in many Lines: From the Milky Way to Galaxies","Emission lines from molecules at frequencies >70 GHz allow astronomy to explore how star formation depends on molecular cloud conditions, and how cloud conditions vary within galaxies. However, comprehensive observations of the Milky Way are needed to refine lines as probes of gas conditions. Such work requires both large and small telescopes.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/130-bc6555d3ed46fcfa7bcadf9df93987e0_Astro2020___Clouds_in_many_Lines__Milky_Way-1.pdf"
"556","11 March 2019 4:48:26 pm","Gail","Schaefer","The CHARA Array of Georgia State University","High Angular Resolution Astrophysics in the Era of Time Domain Surveys","Over the next decade, all-sky photometric surveys will dramatically increase the number of time variable objects discovered.  Long-baseline optical interferometry has the power to resolve the spatial structure of bright transients like the early stages of novae explosions, Be star outbursts, and  gravitational microlensing.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-11a3e49ae85834070677fe89ba62fc13_SchaeferGailH2.pdf"
"557","11 March 2019 4:48:30 pm","Juna","Kollmeier","Carnegie Institution for Science","Precision Stellar Astrophysics and Galactic Archeology: 2020","This white paper is meant to capture many different elements of stellar astrophysics and galactic archeology that highlight the important role this science will play in the 2020s era of precision astronomy.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-8f66771c243251e2eb385b80f98a4aba_ASTRO2020__Precision_Stellar_Astrophysics_And_Galactic_Archeology_SUBMITTED.pdf"
"559","11 March 2019 4:48:38 pm","Michael","Koss","Eureka Scientific","Black Hole Growth in Mergers and Dual AGN","Galaxy mergers are predicted to represent a significant stage of SMBH growth. This white paper discusses the key questions in galaxy mergers, dual, and offset AGN, and proposes solutions using future high-resolution multiwavelength observatories in the X-rays (AXIS, Lynx), NIR and MIR (JWST and 30-meter class telescopes), and submillimeter (ALMA).","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/37-1238f86578d8efc88bc3651ee48ff26e_Dual_AGN_and_Galaxy_Mergers_White_Paper-40.pdf"
"560","11 March 2019 4:49:22 pm","David","Bennett","NASA Goddard and University of Maryland","Wide-Orbit Exoplanet Demographics","There is currently a gap in our understanding of wide-orbit planets, which must be filled if we are to understand planet formation and  exoplanet habitability. We summarize current and planned exoplanet detection programs using a variety of methods: microlensing (including WFIRST), radial velocities, Gaia astrometry, and direct imaging. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-ba7b98d1b27d50d68ee0f8203f61d3b5_BennettDavidP.pdf"
"561","11 March 2019 4:49:36 pm","Slavko","Bogdanov","Columbia University","Determining the Equation of State of Cold, Dense Matter with X-ray Observations of Neutron Stars","X-ray observations from multiple next-generation X-ray telescopes proposed for deployment in the 2020s and beyond,  using several complementary techniques that require different combinations of high time resolution, superb spectral resolution, and high spatial resolution can provide definitive constraints on the state of cold, ultra-dense matter.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-6631abd34cec56f9f41de3d1aa3be31d_EOS_WP.pdf"
"562","11 March 2019 4:49:38 pm","Bin","Chen","New Jersey Institute of Technology","Probing Magnetic Reconnection in Solar Flares: New Perspectives from Radio Dynamic Imaging Spectroscopy","Magnetic reconnection is a fundamental physical process in many laboratory, space, and astrophysical plasma contexts. In this white paper we emphasize the unique power of remote-sensing observations of solar flares at radio wavelengths in probing fundamental physical processes in magnetic reconnection.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-8539cecc3376761e97252b8d15e0d8cf_ChenBin.pdf"
"563","11 March 2019 4:53:42 pm","Yun","Wang","California Institute of Technology","Illuminating the dark universe with a very high density galaxy redshift survey over a wide area","A very high number density galaxy redshift survey over a wide area (HD GRS Wide) spanning the redshift range of 0.5<z<4 using the same tracer, carried out using massively parallel wide field multi-object slit spectroscopy from space, will provide definitive dark energy measurements with minimal observational systematics by design. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-477d9907325699222c7cdf70cb58f5b6_WangYun.pdf"
"564","11 March 2019 4:50:17 pm","Eric","Ford","The Pennsylvania State University","Characterizing Exoplanet Populations as a Constraint on Planet Formation and Input for Future NASA Missions","The scientific impact of future exoplanet discoveries can be amplified if they are part of survey that have been designed and characterized to enable statistically valid characterization of exoplanet populations.  As an example, we show recent characterization of exoplanet occurrence rates based on Kepler and Gaia data products.   ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-c8aaff346d0691552ad2b40c1b5ff627_FordEricB2.pdf"
"565","11 March 2019 4:50:19 pm","Christopher","Martin","California Institute of Technology","IGM and CGM Emission Mapping: A New Window on Galaxy and Structure Formation","We describe the prospects for IGM and CGM emission mapping with UV resonance lines at low and high redshift. There are 5 key science questions that will be addressed: 1) A Lyman alpha emission calibration; 2) physical properties of galaxy halos; 3) the role and nature of gas inflows to galaxies; 4) gas outflows: 5) emission from the cosmic web.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-cf77061b1f97931572dcfc7ca8a4ed9e_Astro2020_MartinDC_CGMEmission.pdf"
"566","11 March 2019 4:50:28 pm","Christopher","Stark","Space Telescope Science Institute","Optimal Architectures and Survey Designs for Maximizing the Yields of Direct-Imaging Exoplanet Missions","Our ability to answer scientific questions about exoplanets hinges on satisfying an age-old astronomical requirement: a sufficient sample size. Thus, the yield of exoplanets is critical to understanding the scientific impact of future missions. We discuss how the yield of directly-imaged exoplanets depends on mission scale and survey design.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/198-34f59b74c0d285a4aa0c85ee775dead8_StarkChristopherC.pdf"
"567","11 March 2019 4:50:38 pm","Maurice","Leutenegger","NASA/GSFC","The crucial role of high resolution X-ray spectroscopy in studies of massive stars and their winds","High-resolution X-ray spectroscopy has proven to be a crucial tool for addressing a wide range of problems relating to massive stars. New X-ray observatories featuring high resolution spectroscopy with square meter collecting area are required.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-67d2dcb4d973befd35bc4d1f6afe0678_LeuteneggerMauriceA.pdf"
"568","11 March 2019 4:50:48 pm","Joseph","Gelfand","NYU Abu Dhabi","MeV Emission from Pulsar Wind Nebulae: Understanding Extreme Particle Acceleration in Highly Relativistic Outflows","There is considerable observation evidence that electrons and positions inside pulsar wind nebula are accelerated to at least PeV energies.  However, how and to what energies particles are accelerated in these sources is poorly understood. Answering these questions requires measuring the MeV emission from these sources.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-8ec6f887a9903ca34e34d4a95640147c_GelfandJosephD.pdf"
"569","11 March 2019 4:50:54 pm","John","Monnier","University of Michigan","The Future of Exoplanet Direct Detection","Diffraction fundamentally limits our ability to image and characterize exoplanets. Interferometry offers some advantages in exoplanet detection and characterization and we explore in this white paper some of the potential scientific breakthroughs possible.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/96-c60e659f73a59785537947a42ed168b0_MonnierJohnD_B.pdf"
"570","11 March 2019 4:50:55 pm","Susanne","Aalto","Chalmers University of Technology, Sweden","Extremely obscured galaxy nuclei – hidden AGNs and extreme starbursts","Understanding the evolution of galaxies and galaxy nuclei requires studying the extremely obscured activity that has recently been uncovered using submm facilities. Properly interpreting these observations requires advances in the radio, mm/submm, far-infrared and X-ray facilities than can peer through the obscuration.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/185-a0e22127cd2448f1fa847906da6946ed_AaltoSusanne.pdf"
"571","11 March 2019 4:51:05 pm","Ilaria","Caiazzo","University of British Columbia","Testing general relativity with accretion onto compact objects","The X-ray emission of neutron stars and black holes presents a rich phenomenology that can help us answer: Does general relativity apply in the strong gravity regime?  Are black holes described by the Kerr metric?  We consider how to investigate these questions with a combination of high-spectral and high-timing resolution using TES arrays.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/132-e9d9b8c83705de3291d66b7354f5428a_CaiazzoIlaria.pdf"
"572","11 March 2019 4:52:14 pm","Ruslan","Belikov","NASA Ames Research Center","Direct Imaging of Exoplanets in Nearby Multi-Star Systems","Binary star systems can enhance the science output of almost any space mission that directly images exoplanets, if the technologies to suppress starlight in multi-star systems are matured. We describe the science benefits and opportunities of adding binary stars to such missions, as well as the key technology advances needed.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-41b985efb87b071d56e6aaa941af6f33_Astro2020WP_direct_imaging_of_multi_star_systems-v4.pdf"
"573","11 March 2019 4:52:57 pm","Murthy","Gudipati","Jet Propulsion Laboratory, California Institute of Technology","From Interstellar Ice Grains to Evolved Planetary Systems: The Role of Laboratory Studies","Laboratory studies that are directed towards understanding how simple astrophysical molecules evolve and how complex molecules are produced, preserved, and transported from interstellar conditions through the protoplanetary phase to an evolved planetary system. We emphasize the status of current laboratory research and future needs.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-b9c7918b3f9c82daffefc4295cd7df1e_GudipatiMurthyS_v2.pdf"
"574","11 March 2019 4:53:06 pm","David","Trilling","Northern Arizona University","Origins Survey of Primordial Relics: ELTs Reveal Compositional Variation across the Solar System","This white paper describes how ELTs (e.g., GMT, TMT) can be used to understand the origins of our Solar System through observations of small bodies (asteroids, comets, etc.).","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/118-c4bfa23efd7da4db82f74d43fbb21c90_ELT_Decadal_Origins____Solar_System.pdf"
"575","11 March 2019 4:53:02 pm","APARNA","BHATTACHARYA","University of Maryland College Park","Masses and Distances of Planetary Microlens Systems with High Angular Resolution Imaging","Microlenisng is only method to detect and measure mass of wide orbit, low mass, solar system analog planets. Mass measurements of these planets vis high res obs yield massive science. We show that  high res obs with AO, HST and JWST remain necessary to enhance the scientific yield of WFIRST microlensing survey. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/249-efc7160800a3d1d0011141d638e8351c_WP_Aparna_v9.pdf"
"577","11 March 2019 4:54:05 pm","Ilaria","Caiazzo","University of British Columbia","Hunting for ancient brown dwarfs: the developing field of brown dwarfs in globular clusters","This white paper explores the expected advancements in the study of brown dwarfs in globular star clusters, thanks to the extraordinary sensitivity in the infrared of upcoming telescopes like JWST and the ELTs.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-cbf456589ecf032217bb7019478c222e_CaiazzoIlaria.pdf"
"578","11 March 2019 4:54:12 pm","Eric","Lopez","NASA Goddard Space Flight Center","Understanding Exoplanet Atmospheres with UV Observations II: The Far UV and Atmospheric Escape","In this white paper we focus on the science case for exoplanet observations in the far-UV (FUV); an accompanying white paper led by Jessie Christiansen will focus on the science case in the NUV and blue/optical.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/238-4a97e0cd019110e3e57e0731767ae05b_LopezEricD.pdf"
"579","11 March 2019 4:54:18 pm","Eric","Murphy","National Radio Astronomy Observatory","Towards a Theory for Star Formation on All Scales","This white paper focusses on resolved studies of star formation within large samples of nearby galaxies using diagnostics that are unbiased by dust, and can measure star formation activity over the full range of scales and galaxy environments that it operates.  ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/100-412a4adb235e950d791e97d2013f6eed_Astro2020_SF-NGA-submitted.pdf"
"580","11 March 2019 4:55:08 pm","Robert","Minchin","USRA","Invisible Structures in the Local Universe","Neutral hydrogen surveys have revealed the existence of dark and almost-dark structures around nearby galaxies and in local groups and clusters. Understanding these structures will give us insights into how hydrogen cycles in and out of galaxies in different environments and will help us to understand the occupancy of low-mass dark matter subhalos.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-f754f13512e3235e84cd1f5d86cdea6b_HI_A2020_white_paper.pdf"
"581","11 March 2019 4:55:11 pm","David","Thilker","Johns Hopkins University","The Nature of Low-Density Star Formation","How do stars manage to form within low-density, HI-dominated gas?  Here we outline fundamental questions about the nature of star formation at low-density. We describe the wide-field, high-resolution imaging of stars, star clusters, and gas clouds in nearby galaxies needed to provide definitive answers and build a complete theory of star formation.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/37-d27d4f3a114f0e9b0edf6d9b63b94374_ThilkerDavidA.pdf"
"582","11 March 2019 4:55:30 pm","Christopher","Reinhard","Georgia Institute of Technology","The remote detectability of Earth's biosphere through time and the importance of UV capability for characterizing habitable exoplanets","Using Earth system evolution as a guide, we suggest that near-term volume-limited surveys of habitable zone planets orbiting nearby Sun-like stars is best accomplished with a combined UV-optical-NIR sensitive surveyor.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/195-ac26eb4c3505ebed29b8b346cc673feb_ReinhardChristopherT.pdf"
"583","11 March 2019 4:56:35 pm","Steph","Sallum","University of California, Santa Cruz","Imaging Giant Protoplanets with the ELTs","Constraining the details of giant planet formation requires building a census of forming planets and characterizing protoplanetary disks. This whitepaper describes the scientific progress in observational planet formation studies that will be made possible by instrumentation advances during the next decade.","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/54-ae591854d0117ea962df5a231339940a_SallumStephE.pdf"
"584","11 March 2019 4:56:50 pm","Shawn","Domagal-Goldman","NASA Goddard Space Flight Center","Life Beyond the Solar System: Remotely Detectable Biosignatures","This white paper reviews the scientific community’s ability to use data from future telescopes to search for life on exoplanets. It summarizes products from the Exoplanet Biosignatures Workshop Without Walls (EBWWW). This effort led to papers that constituted the Exoplanet Analysis Group's (ExoPAG) 16th Science Assessment Group (SAG 16).","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/137-327822088dd7cb59a66c84c69c96b4ea_SAG16Astro2020WhitePaper.pdf"
"586","11 March 2019 4:57:34 pm","John","Blakeslee","Gemini Observatory","Probing the Time Domain with High Spatial Resolution","This white paper discusses science opportunities enabled at the interface of JWST and LSST, that is, at the frontier of high spatial resolution time-domain optical-IR astronomy. It describes the capabilities of a practical system that would maximize the science return in this area. ","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/64-4c378918dcecc6771e1f0b77755b3523_BlakesleeJohnP.pdf"
"587","11 March 2019 4:58:21 pm","Tuan","Do","UCLA","Envisioning the next decade of Galactic Center science: a laboratory for the study of the physics and astrophysics of supermassive black holes","We describe several research questions driving the next decade of Galactic center science: Is General Relativity (GR) the correct description for supermassive black holes? What is the nature of star formation in the GC? How do stars and compact objects dynamically interact with the SMBH? What physical processes drive gas accretion onto Sgr A*?","http://surveygizmoresponseuploads.s3.amazonaws.com/fileuploads/623127/4458621/184-2a6a73a73d82087c4553cbc66fdb33a6_Galactic_Center_Astro2020_%283%29.pdf"
